11.718750	-17.29	33.30
13.183594	-20.39	80.80
14.648438	-24.42	33.14
16.113281	-25.48	-21.40
17.578125	-25.24	-15.58
19.042969	-26.63	-74.60
20.507812	-26.57	-93.32
21.972656	-23.81	-160.51
23.437500	-20.96	139.58
24.902344	-19.85	157.37
26.367188	-19.93	169.48
27.832031	-20.20	117.04
29.296875	-22.43	147.15
30.761719	-24.45	157.10
32.226562	-24.42	113.90
33.691406	-22.53	136.98
35.156250	-21.59	148.10
36.621094	-20.03	116.96
38.085938	-18.75	108.61
39.550781	-20.20	105.07
41.015625	-22.62	59.85
42.480469	-23.36	32.15
43.945312	-23.64	38.60
45.410156	-24.80	29.37
46.875000	-23.69	42.99
48.339844	-21.60	48.29
49.804688	-20.34	41.75
51.269531	-18.69	21.08
52.734375	-16.93	10.90
54.199219	-15.76	0.13
55.664062	-15.17	-5.55
57.128906	-14.00	-4.84
58.593750	-12.84	-14.89
60.789356	-11.37	-28.54
62.988281	-9.88	-42.47
64.453125	-8.49	-54.87
65.917969	-7.38	-67.71
68.233742	-6.67	-78.55
70.312500	-6.21	-89.34
72.291130	-5.78	-96.91
74.707031	-5.61	-104.34
76.589783	-5.53	-111.97
79.101562	-5.25	-120.11
81.144051	-4.67	-129.67
83.496094	-4.43	-141.41
85.969131	-3.88	-161.05
88.488213	-4.09	177.82
91.081116	-4.79	165.43
93.750000	-5.89	161.71
96.497086	-6.62	158.29
99.324669	-7.09	163.28
102.235100	-6.67	167.98
105.230812	-5.95	163.79
108.314316	-5.34	156.10
111.488167	-5.20	147.60
114.755013	-5.40	140.03
118.117599	-5.89	134.86
121.578712	-6.38	133.38
125.141235	-6.43	133.27
128.808167	-5.85	133.00
132.582520	-5.34	128.77
136.467484	-5.75	125.49
140.466293	-5.32	126.02
144.582260	-5.04	124.54
148.818848	-5.04	121.56
153.179565	-4.65	124.32
157.668076	-2.56	120.53
162.288101	-1.32	107.96
167.043503	-1.26	93.43
171.938263	-1.59	80.28
176.976425	-2.45	65.81
182.162231	-4.31	58.05
187.500000	-6.33	61.15
192.994171	-6.86	65.92
198.649338	-6.66	74.81
204.470200	-6.06	82.67
210.461624	-4.49	85.27
216.628632	-3.27	74.82
222.976334	-3.33	68.37
229.510025	-2.97	64.60
236.235199	-2.52	57.77
243.157425	-3.08	50.77
250.282471	-3.19	53.05
257.616333	-2.45	52.28
265.165039	-1.93	38.82
272.934967	-2.48	26.55
280.932587	-3.03	19.44
289.164520	-3.26	6.63
297.637695	-4.41	11.36
306.359131	-6.16	26.80
315.336151	-6.56	31.95
324.576202	-5.51	36.27
334.087006	-5.31	38.75
343.876526	-5.46	20.78
353.952850	-6.00	8.45
364.324463	-6.94	14.19
375.000000	-7.39	20.71
386.718750	-7.13	28.14
398.437500	-6.28	28.99
410.156250	-5.63	26.30
421.875000	-4.92	24.43
433.593750	-5.43	20.30
445.312500	-5.93	18.21
457.031250	-5.71	20.19
468.750000	-4.91	23.37
486.314850	-4.11	17.87
503.906250	-3.65	11.82
515.625000	-3.73	7.63
527.343750	-4.17	2.51
545.869934	-4.45	0.51
562.500000	-4.79	-4.99
578.329041	-5.31	-8.59
597.656250	-5.60	-6.88
612.718262	-5.61	-5.60
632.812500	-5.45	-9.08
649.152405	-5.30	-7.28
667.968750	-4.99	-9.08
687.753052	-4.73	-14.65
707.905701	-4.71	-20.18
728.648926	-4.98	-21.84
750.000000	-5.45	-24.64
771.976685	-6.13	-26.29
794.597351	-6.25	-27.93
817.880798	-6.61	-28.20
841.846497	-6.69	-30.83
866.514526	-6.45	-31.44
891.905334	-6.37	-35.32
918.040100	-7.32	-44.48
944.940796	-7.92	-51.02
972.629700	-7.98	-40.95
1001.129883	-7.97	-48.52
1030.465332	-7.99	-44.21
1060.660156	-7.58	-37.07
1091.739868	-7.27	-34.27
1123.730347	-8.34	-47.23
1156.658081	-10.23	-45.87
1190.550781	-10.98	-50.86
1225.436523	-11.43	-54.73
1261.344604	-11.15	-52.38
1298.304810	-10.46	-43.30
1336.348022	-10.05	-44.41
1375.506104	-10.27	-38.42
1415.811401	-9.95	-30.09
1457.297852	-10.19	-30.07
1500.000000	-10.64	-42.60
1543.953369	-9.40	-43.07
1589.194702	-8.37	-49.11
1635.761597	-8.93	-56.58
1683.692993	-9.22	-64.40
1733.029053	-9.32	-64.86
1783.810669	-11.12	-63.82
1836.080200	-12.07	-63.22
1889.881592	-12.24	-67.83
1945.259399	-12.81	-69.03
2002.259766	-12.64	-65.58
2060.930664	-11.39	-67.56
2121.320312	-11.29	-76.41
2183.479736	-11.79	-84.55
2247.460693	-11.69	-90.37
2313.316162	-11.87	-105.93
2381.101562	-13.57	-117.24
2450.873047	-14.63	-124.23
2522.689209	-15.06	-131.90
2596.609619	-17.02	-144.75
2672.696045	-18.28	-153.91
2751.012207	-18.22	-175.83
2831.622803	-17.88	163.36
2914.595703	-17.34	145.31
3000.000000	-16.14	123.92
3093.750000	-16.24	106.57
3187.500000	-15.83	103.59
3281.250000	-16.03	97.45
3375.000000	-16.27	89.71
3468.750000	-15.58	86.11
3562.500000	-14.62	79.13
3656.250000	-13.99	81.56
3750.000000	-13.46	70.51
3890.518799	-13.03	58.36
4031.250000	-12.95	46.73
4125.000000	-13.28	32.45
4218.750000	-13.52	13.60
4366.959473	-13.94	9.11
4500.000000	-14.29	12.63
4626.632324	-14.75	14.65
4781.250000	-14.68	25.25
4901.746094	-15.05	24.69
5062.500000	-14.99	19.88
5193.219238	-14.32	11.82
5343.750000	-13.91	5.57
5502.024414	-13.83	-6.48
5663.245605	-13.63	-7.41
5829.191406	-13.97	-10.51
6000.000000	-14.74	-15.58
6187.500000	-15.71	-17.01
6375.000000	-16.52	-3.94
6562.500000	-17.13	-3.55
6750.000000	-17.34	6.12
6937.500000	-17.70	16.09
7125.000000	-17.36	21.82
7312.500000	-16.87	7.21
7500.000000	-16.65	6.39
7781.037598	-16.89	15.89
8062.500000	-17.18	12.45
8250.000000	-17.85	11.28
8437.500000	-18.47	18.33
8733.918945	-18.78	20.34
9000.000000	-18.94	6.29
9253.264648	-19.18	5.96
9562.500000	-19.46	6.41
9803.492188	-19.30	1.68
10125.000000	-19.41	5.79
10386.438477	-19.50	9.74
10687.500000	-19.84	16.60
11004.048828	-19.94	13.85
11326.491211	-20.82	28.81
11658.382812	-21.83	25.88
12000.000000	-22.34	20.98
12351.626953	-23.13	8.16
12713.557617	-23.91	0.15
13086.092773	-24.89	-11.94
13469.543945	-25.80	-11.51
13864.232422	-27.35	-12.29
14270.485352	-28.03	23.40
14688.641602	-28.88	25.95
15119.052734	-29.54	108.24
15562.075195	-30.18	81.32
16018.078125	-30.63	108.93
16487.445312	-31.34	136.07
16970.562500	-31.88	159.38
17467.837891	-32.14	134.41
17979.685547	-31.98	160.12
18506.529297	-31.97	-177.36
19048.812500	-32.08	-167.56
19606.984375	-32.67	-163.18
20181.513672	-33.06	-152.63
20772.876953	-33.96	-148.65
21381.568359	-34.83	-24.57
22008.097656	-34.66	-4.66
22652.982422	-34.52	11.95
23316.765625	-34.61	-0.50
24000.000000	-34.45	-16.14
