11.718750	-18.36	-72.89
13.183594	-18.80	-51.77
14.648438	-19.30	-22.61
16.113281	-20.61	-22.08
17.578125	-22.28	-9.01
19.042969	-24.02	8.75
20.507812	-24.90	5.66
21.972656	-24.83	7.67
23.437500	-24.37	32.20
24.902344	-23.33	11.30
26.367188	-23.00	32.67
27.832031	-23.28	80.75
29.296875	-23.65	80.13
30.761719	-23.60	16.83
32.226562	-22.61	114.09
33.691406	-20.82	172.54
35.156250	-20.77	-49.87
36.621094	-21.48	-72.42
38.085938	-22.22	-55.81
39.550781	-22.09	-32.90
41.015625	-23.86	-1.91
42.480469	-24.88	0.49
43.945312	-24.90	20.93
45.410156	-24.50	40.30
46.875000	-25.15	43.32
48.339844	-23.70	32.20
49.804688	-21.17	35.45
51.269531	-19.02	22.60
52.734375	-17.01	9.17
54.199219	-15.33	-5.03
55.664062	-14.46	-16.54
57.128906	-13.41	-25.59
58.593750	-12.65	-31.78
60.789356	-11.86	-40.94
62.988281	-11.15	-49.60
64.453125	-10.26	-60.07
65.917969	-9.62	-70.51
68.233742	-9.09	-80.05
70.312500	-8.72	-87.80
72.291130	-8.13	-95.79
74.707031	-7.50	-103.91
76.589783	-6.90	-111.29
79.101562	-6.22	-119.20
81.144051	-5.45	-129.58
83.496094	-4.99	-139.14
85.969131	-4.81	-148.86
88.488213	-4.87	-158.26
91.081116	-5.15	-165.57
93.750000	-5.39	-169.09
96.497086	-5.36	-172.32
99.324669	-4.87	-174.74
102.235100	-4.25	177.50
105.230812	-3.64	167.37
108.314316	-3.69	158.09
111.488167	-3.97	149.85
114.755013	-4.35	144.08
118.117599	-4.56	143.77
121.578712	-4.49	143.34
125.141235	-3.92	140.29
128.808167	-3.37	136.05
132.582520	-3.15	128.66
136.467484	-3.19	122.62
140.466293	-3.19	118.72
144.582260	-3.18	116.16
148.818848	-2.91	113.41
153.179565	-2.01	113.48
157.668076	-0.27	107.21
162.288101	1.31	96.27
167.043503	1.44	77.84
171.938263	0.63	60.39
176.976425	-1.14	51.17
182.162231	-3.42	45.98
187.500000	-5.85	44.87
192.994171	-6.77	55.28
198.649338	-6.95	63.22
204.470200	-6.23	63.64
210.461624	-5.09	61.61
216.628632	-4.02	56.52
222.976334	-3.53	38.86
229.510025	-4.72	39.04
236.235199	-6.37	42.21
243.157425	-7.84	48.12
250.282471	-9.14	56.53
257.616333	-9.83	69.83
265.165039	-8.32	68.01
272.934967	-6.67	63.34
280.932587	-5.96	57.30
289.164520	-4.88	55.17
297.637695	-4.11	49.67
306.359131	-4.38	41.15
315.336151	-4.28	34.11
324.576202	-3.98	30.57
334.087006	-4.55	19.67
343.876526	-4.95	16.42
353.952850	-4.74	18.00
364.324463	-4.85	13.94
375.000000	-5.74	17.26
386.718750	-5.55	27.43
398.437500	-5.25	30.00
410.156250	-5.68	29.55
421.875000	-6.03	35.09
433.593750	-5.36	29.46
445.312500	-5.59	20.81
457.031250	-6.16	29.04
468.750000	-5.53	30.90
486.314850	-4.94	30.44
503.906250	-4.70	28.97
515.625000	-4.52	27.62
527.343750	-4.43	11.64
545.869934	-4.33	6.19
562.500000	-4.23	-0.61
578.329041	-4.07	-5.39
597.656250	-3.75	-8.54
612.718262	-3.37	-10.97
632.812500	-3.23	-14.61
649.152405	-3.51	-20.00
667.968750	-3.87	-20.49
687.753052	-3.98	-22.63
707.905701	-4.52	-28.42
728.648926	-5.16	-33.42
750.000000	-5.50	-25.88
771.976685	-5.97	-24.18
794.597351	-6.38	-20.68
817.880798	-5.91	-19.10
841.846497	-5.87	-17.00
866.514526	-6.46	-24.32
891.905334	-6.77	-28.85
918.040100	-7.21	-33.34
944.940796	-7.58	-30.16
972.629700	-7.76	-28.82
1001.129883	-7.24	-31.58
1030.465332	-7.02	-32.13
1060.660156	-6.42	-36.12
1091.739868	-6.48	-43.93
1123.730347	-7.39	-43.45
1156.658081	-8.34	-41.69
1190.550781	-9.14	-36.39
1225.436523	-10.39	-40.10
1261.344604	-10.99	-40.29
1298.304810	-11.01	-43.70
1336.348022	-11.12	-46.45
1375.506104	-10.79	-67.62
1415.811401	-10.52	-63.88
1457.297852	-10.44	-63.46
